reference_product,unit,process_role,category,dataset_count
"nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX",kilogram,transformation,material/Fuels/Uranium/Fuel element/Transformation,3
"nuclear fuel element, for pressure water reactor, UO2 3.8% & MOX",kilogram,market,material/Fuels/Uranium/Fuel element/Market,1
"nuclear fuel element, for pressure water reactor, UO2 3.8% & MOX",kilogram,transformation,material/Fuels/Uranium/Fuel element/Transformation,2
"nuclear fuel element, for pressure water reactor, UO2 3.9% & MOX",kilogram,market,material/Fuels/Uranium/Fuel element/Market,1
"nuclear fuel element, for pressure water reactor, UO2 3.9% & MOX",kilogram,transformation,material/Fuels/Uranium/Fuel element/Transformation,2
"nuclear fuel element, for pressure water reactor, UO2 4.0% & MOX",kilogram,market,material/Fuels/Uranium/Fuel element/Market,1
"nuclear fuel element, for pressure water reactor, UO2 4.0% & MOX",kilogram,transformation,material/Fuels/Uranium/Fuel element/Transformation,2
"nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX",kilogram,market,material/Fuels/Uranium/Fuel element/Market,1
"nuclear fuel element, for pressure water reactor, UO2 4.2% & MOX",kilogram,transformation,material/Fuels/Uranium/Fuel element/Transformation,2
"nuclear fuel element, for pressure water reactor, UO2 4.2% centrifuge & MOX",kilogram,market,material/Fuels/Uranium/Fuel element/Market,1
"nuclear fuel element, for pressure water reactor, UO2 4.2% centrifuge & MOX",kilogram,transformation,material/Fuels/Uranium/Fuel element/Transformation,2
nuclear fuel factory,unit,market,material/Fuels/Uranium/Enriched/Market/Infrastructure,1
nuclear fuel factory,unit,transformation,material/Fuels/Uranium/Enriched/Transformation/Infrastructure,3
"nuclear power plant, boiling water reactor 1000MW",unit,market,energy/Electricity by fuel/Nuclear/BWR/Market/Infrastructure,1
"nuclear power plant, boiling water reactor 1000MW",unit,transformation,energy/Electricity by fuel/Nuclear/BWR/Transformation/Infrastructure,4
"nuclear power plant, pressure water reactor, 1000MW",unit,market,energy/Electricity by fuel/Nuclear/PWR/Market/Infrastructure,1
"nuclear power plant, pressure water reactor, 1000MW",unit,transformation,energy/Electricity by fuel/Nuclear/PWR/Transformation/Infrastructure,6
"nuclear power plant, pressure water reactor, 650MW",unit,market,energy/Electricity by fuel/Nuclear/PWR/Market/Infrastructure,1
"nuclear power plant, pressure water reactor, 650MW",unit,transformation,energy/Electricity by fuel/Nuclear/PWR/Transformation/Infrastructure,2
nuclear spent fuel conditioning facility,unit,market,processing/Waste/Market/Infrastructure,1
nuclear spent fuel conditioning facility,unit,transformation,processing/Waste/Transformation/Infrastructure,3
nuclear spent fuel reprocessing facility,unit,market,processing/Waste/Market/Infrastructure,1
nuclear spent fuel reprocessing facility,unit,transformation,processing/Waste/Transformation/Infrastructure,2
"nuclear waste storage, final repository for high level radioactive waste",unit,market,processing/Waste/Market/Infrastructure,1
"nuclear waste storage, final repository for high level radioactive waste",unit,transformation,processing/Waste/Transformation/Infrastructure,2
"nuclear waste storage, final repository for low level radioactive waste",unit,market,processing/Waste/Market/Infrastructure,1
"nuclear waste storage, final repository for low level radioactive waste",unit,transformation,processing/Waste/Transformation/Infrastructure,2
"nuclear waste storage, interim, for high level radioactive waste before final repository",unit,market,processing/Waste/Market/Infrastructure,1
"nuclear waste storage, interim, for high level radioactive waste before final repository",unit,transformation,processing/Waste/Transformation/Infrastructure,2
"nuclear waste storage, interim, for low level radioactive waste before final repository",unit,market,processing/Waste/Market/Infrastructure,1
"nuclear waste storage, interim, for low level radioactive waste before final repository",unit,transformation,processing/Waste/Transformation/Infrastructure,2
nylon 6,kilogram,market,material/Others/Obsolete,1
nylon 6,kilogram,market,material/Plastics/Thermoplasts/Market,2
nylon 6,kilogram,transformation,material/Plastics/Thermoplasts/Transformation,2
"nylon 6, glass-filled",kilogram,market,material/Others/Obsolete,1
"nylon 6, glass-filled",kilogram,market,material/Plastics/Thermoplasts/Market,2
"nylon 6, glass-filled",kilogram,transformation,material/Plastics/Thermoplasts/Transformation,2
nylon 6-6,kilogram,market,material/Others/Obsolete,1
nylon 6-6,kilogram,market,material/Plastics/Thermoplasts/Market,2
nylon 6-6,kilogram,transformation,material/Plastics/Thermoplasts/Transformation,2
"nylon 6-6, glass-filled",kilogram,market,material/Others/Obsolete,1
"nylon 6-6, glass-filled",kilogram,market,material/Plastics/Thermoplasts/Market,2
"nylon 6-6, glass-filled",kilogram,transformation,material/Plastics/Thermoplasts/Transformation,2
O-aminophenol,kilogram,market,material/Chemicals/Organic/Market,1
O-aminophenol,kilogram,transformation,material/Chemicals/Organic/Transformation,2
O-chlorobenzaldehyde,kilogram,market,material/Chemicals/Organic/Market,1
O-chlorobenzaldehyde,kilogram,transformation,material/Chemicals/Organic/Transformation,2
O-chlorotoluene,kilogram,market,material/Chemicals/Organic/Market,2
O-chlorotoluene,kilogram,market,material/Others/Obsolete,1
O-chlorotoluene,kilogram,transformation,material/Chemicals/Organic/Transformation,2
O-cresol,kilogram,market,material/Chemicals/Organic/Market,1
O-cresol,kilogram,transformation,material/Chemicals/Organic/Transformation,2
O-dichlorobenzene,kilogram,market,material/Chemicals/Organic/Market,2
O-dichlorobenzene,kilogram,market,material/Others/Obsolete,1
O-dichlorobenzene,kilogram,transformation,material/Chemicals/Organic/Transformation,2
O-nitrophenol,kilogram,market,material/Chemicals/Organic/Market,2
O-nitrophenol,kilogram,market,material/Others/Obsolete,1
O-nitrophenol,kilogram,transformation,material/Chemicals/Organic/Transformation,2
oat grain,kilogram,market,material/Agricultural/Plant production/Cereals/Market,1
oat grain,kilogram,transformation,material/Agricultural/Plant production/Cereals/Transformation,4
"oat grain, feed",kilogram,market,material/Agricultural/Animal feed/Market,1
"oat grain, feed",kilogram,transformation,material/Agricultural/Animal feed/Transformation,2
"oat seed, for sowing",kilogram,market,material/Agricultural/Plant seeds/Market,1
"oat seed, for sowing",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,2
"oat seed, Swiss integrated production, at farm",kilogram,market,material/Agricultural/Plant seeds/Market,1
"oat seed, Swiss integrated production, at farm",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,1
"oat seed, Swiss integrated production, at farm",kilogram,transformation,material/Others/Obsolete,1
octabenzone,kilogram,market,material/Chemicals/Organic/Market,1
octabenzone,kilogram,transformation,material/Chemicals/Organic/Transformation,1
"offshore platform, natural gas",unit,market,material/Fuels/Natural gas/Market/Infrastructure,1
"offshore platform, natural gas",unit,transformation,material/Fuels/Natural gas/Transformation/Infrastructure,1
"offshore platform, petroleum",unit,market,material/Fuels/Oil/Crude oil/Market/Infrastructure,1
"offshore platform, petroleum",unit,transformation,material/Fuels/Oil/Crude oil/Transformation/Infrastructure,1
"offshore well, oil/gas",meter,market,material/Fuels/Oil/Crude oil/Market/Infrastructure,1
"offshore well, oil/gas",meter,transformation,material/Fuels/Oil/Crude oil/Transformation/Infrastructure,1
"oil boiler, 100kW",unit,market,energy/Heat/Oil/Market/Infrastructure,1
"oil boiler, 100kW",unit,transformation,energy/Heat/Oil/Transformation/Infrastructure,2
"oil boiler, 10kW",unit,market,energy/Heat/Oil/Market/Infrastructure,1
"oil boiler, 10kW",unit,transformation,energy/Heat/Oil/Transformation/Infrastructure,2
oil mill,unit,market,material/Agricultural/Plant oils/Market/Infrastructure,1
oil mill,unit,transformation,material/Agricultural/Plant oils/Transformation/Infrastructure,2
"oil power plant, 500MW",unit,market,energy/Electricity by fuel/Oil/Market/Infrastructure,1
"oil power plant, 500MW",unit,transformation,energy/Electricity by fuel/Oil/Transformation/Infrastructure,2
"oil storage, 3000l",unit,market,energy/Heat/Oil/Market/Infrastructure,1
"oil storage, 3000l",unit,transformation,energy/Heat/Oil/Transformation/Infrastructure,2
olive,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
olive,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,3
onion,kilogram,market,material/Agricultural/Plant production/Roots and tubers/Market,1
onion,kilogram,transformation,material/Agricultural/Plant production/Roots and tubers/Transformation,5
onion,kilogram,transformation,material/Others/Obsolete,1
"onion seedling, for planting",unit,market,material/Agricultural/Plant seeds/Market,1
"onion seedling, for planting",unit,transformation,material/Agricultural/Plant seeds/Transformation,2
onshore natural gas field infrastructure,unit,market,material/Fuels/Natural gas/Market/Infrastructure,1
onshore natural gas field infrastructure,unit,transformation,material/Fuels/Natural gas/Transformation/Infrastructure,1
onshore petroleum field infrastructure,unit,market,material/Fuels/Oil/Crude oil/Market/Infrastructure,1
onshore petroleum field infrastructure,unit,transformation,material/Fuels/Oil/Crude oil/Transformation/Infrastructure,1
"onshore well, oil/gas",meter,market,material/Fuels/Oil/Crude oil/Market/Infrastructure,1
"onshore well, oil/gas",meter,transformation,material/Fuels/Oil/Crude oil/Transformation/Infrastructure,1
"operation, computer, desktop, home use",hour,market,use/Computers & network/Market,1
"operation, computer, desktop, home use",hour,transformation,use/Computers & network/Transformation,8
"operation, computer, desktop, office use",hour,market,use/Computers & network/Market,1
"operation, computer, desktop, office use",hour,transformation,use/Computers & network/Transformation,8
"operation, computer, desktop, with cathode ray tube display, active mode",hour,market,use/Computers & network/Market,1
"operation, computer, desktop, with cathode ray tube display, active mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, desktop, with cathode ray tube display, off mode",hour,market,use/Computers & network/Market,1
"operation, computer, desktop, with cathode ray tube display, off mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, desktop, with cathode ray tube display, standby mode",hour,market,use/Computers & network/Market,1
"operation, computer, desktop, with cathode ray tube display, standby mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, desktop, with liquid crystal display, active mode",hour,market,use/Computers & network/Market,1
"operation, computer, desktop, with liquid crystal display, active mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, desktop, with liquid crystal display, off mode",hour,market,use/Computers & network/Market,1
"operation, computer, desktop, with liquid crystal display, off mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, desktop, with liquid crystal display, standby mode",hour,market,use/Computers & network/Market,1
"operation, computer, desktop, with liquid crystal display, standby mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, laptop, 23% active work",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, 23% active work",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, laptop, 68% active work",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, 68% active work",hour,transformation,use/Computers & network/Transformation,3
"operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s",hour,transformation,use/Computers & network/Transformation,3
"operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s, electricity from renewable energy products",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s, electricity from renewable energy products",hour,transformation,use/Computers & network/Transformation,2
"operation, computer, laptop, 68% active work, electricity from renewable energy products",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, 68% active work, electricity from renewable energy products",hour,transformation,use/Computers & network/Transformation,1
"operation, computer, laptop, active mode",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, active mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, laptop, off mode",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, off mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, laptop, standby/sleep mode",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, standby/sleep mode",hour,transformation,use/Computers & network/Transformation,4
"operation, computer, laptop, video mode",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, video mode",hour,transformation,use/Computers & network/Transformation,3
"operation, computer, laptop, video mode, electricity from renewable energy products",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, video mode, electricity from renewable energy products",hour,transformation,use/Computers & network/Transformation,1
"operation, computer, laptop, videoconference",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, videoconference",hour,transformation,use/Computers & network/Transformation,3
"operation, computer, laptop, videoconference, electricity from renewable energy products",hour,market,use/Computers & network/Market,1
"operation, computer, laptop, videoconference, electricity from renewable energy products",hour,transformation,use/Computers & network/Transformation,2
"operation, dried roughage store, air dried, solar",kilogram,market,processing/Agricultural/Market,1
"operation, dried roughage store, air dried, solar",kilogram,transformation,processing/Agricultural/Transformation,3
"operation, dried roughage store, cold-air dried, conventional",kilogram,market,processing/Agricultural/Market,1
"operation, dried roughage store, cold-air dried, conventional",kilogram,transformation,processing/Agricultural/Transformation,3
"operation, dried roughage store, non ventilated",kilogram,market,processing/Agricultural/Market,1
"operation, dried roughage store, non ventilated",kilogram,transformation,processing/Agricultural/Transformation,3
"operation, housing system, cattle, loose, per animal unit",unit,market,processing/Agricultural/Market,1
"operation, housing system, cattle, loose, per animal unit",unit,transformation,processing/Agricultural/Transformation,3
"operation, housing system, cattle, tied, per animal unit",unit,market,processing/Agricultural/Market,1
"operation, housing system, cattle, tied, per animal unit",unit,transformation,processing/Agricultural/Transformation,3
"operation, housing system, pig, fully-slatted floor, per pig place",unit,market,processing/Agricultural/Market,1
"operation, housing system, pig, fully-slatted floor, per pig place",unit,transformation,processing/Agricultural/Transformation,3
"operation, housing system, pig, per pig place, electricity from renewable energy products",unit,market,processing/Agricultural/Market,1
"operation, housing system, pig, per pig place, electricity from renewable energy products",unit,transformation,processing/Agricultural/Transformation,3
"operation, intermodal shipping container",kilogram day,market,transport/Intermodal/Market,1
"operation, intermodal shipping container",kilogram day,transformation,transport/Intermodal/Transformation,4
"operation, internet access equipment",hour,market,use/Computers & network/Market,1
"operation, internet access equipment",hour,transformation,use/Computers & network/Transformation,2
"operation, internet access equipment, electricity from renewable energy products",hour,market,use/Computers & network/Market,1
"operation, internet access equipment, electricity from renewable energy products",hour,transformation,use/Computers & network/Transformation,1
"operation, internet access equipment, label-certified electricity",hour,transformation,use/Others/Obsolete,1
"operation, liquid manure storage and processing facility",cubic meter,market,processing/Agricultural/Market/Infrastructure,1
"operation, liquid manure storage and processing facility",cubic meter,transformation,processing/Agricultural/Transformation/Infrastructure,3
"operation, reefer, cooling",kilogram day,market,transport/Intermodal/Market,1
"operation, reefer, cooling",kilogram day,transformation,transport/Intermodal/Transformation,2
"operation, reefer, freezing",kilogram day,market,transport/Intermodal/Market,1
"operation, reefer, freezing",kilogram day,transformation,transport/Intermodal/Transformation,2
"optical brighteners, for paper production",kilogram,market,material/Chemicals/Others/Market,2
"optical brighteners, for paper production",kilogram,market,material/Others/Obsolete,1
"optical brighteners, for paper production",kilogram,transformation,material/Chemicals/Others/Transformation,2
"orange, fresh grade",kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
"orange, fresh grade",kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,4
"orange, processing grade",kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
"orange, processing grade",kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,3
orbencarb,kilogram,market,material/Chemicals/Pesticides/Market,1
orbencarb,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
"organic nitrogen fertiliser, as N",kilogram,market,material/Chemicals/Fertilisers (organic)/Market,1
"organic nitrogen fertiliser, as N",kilogram,transformation,material/Chemicals/Fertilisers (inorganic)/Market,1
"organic nitrogen fertiliser, as N",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Transformation,75
"organic phosphorus fertiliser, as P2O5",kilogram,market,material/Chemicals/Fertilisers (organic)/Market,1
"organic phosphorus fertiliser, as P2O5",kilogram,transformation,material/Chemicals/Fertilisers (inorganic)/Market,1
"organic phosphorus fertiliser, as P2O5",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Transformation,43
"organic potassium fertiliser, as K2O",kilogram,market,material/Chemicals/Fertilisers (organic)/Market,1
"organic potassium fertiliser, as K2O",kilogram,transformation,material/Chemicals/Fertilisers (inorganic)/Market,1
"organic potassium fertiliser, as K2O",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Transformation,25
"organo-mineral nitrogen fertiliser, as N",kilogram,market,material/Chemicals/Fertilisers (organic)/Market,1
"organo-mineral nitrogen fertiliser, as N",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Market,1
"organo-mineral nitrogen fertiliser, as N",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Transformation,3
"organo-mineral phosphorus fertiliser, as P2O5",kilogram,market,material/Chemicals/Fertilisers (organic)/Market,1
"organo-mineral phosphorus fertiliser, as P2O5",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Market,1
"organo-mineral phosphorus fertiliser, as P2O5",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Transformation,3
"organo-mineral potassium fertiliser, as K2O",kilogram,market,material/Chemicals/Fertilisers (organic)/Market,1
"organo-mineral potassium fertiliser, as K2O",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Market,1
"organo-mineral potassium fertiliser, as K2O",kilogram,transformation,material/Chemicals/Fertilisers (organic)/Transformation,4
organo-mineral sludge,kilogram,transformation,waste treatment/Others/Obsolete,1
"organophosphorus-compound, unspecified",kilogram,market,material/Chemicals/Pesticides/Market,1
"organophosphorus-compound, unspecified",kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
oriented strand board,cubic meter,market,material/Others/Obsolete,1
oriented strand board,cubic meter,market,material/Wood/Products/Market,2
oriented strand board,cubic meter,transformation,material/Wood/Products/Transformation,3
ortho-phenylene diamine,kilogram,market,material/Chemicals/Organic/Market,1
ortho-phenylene diamine,kilogram,transformation,material/Chemicals/Organic/Transformation,2
orthophthalic acid based unsaturated polyester resin,kilogram,market,material/Plastics/Thermosets/Market,1
orthophthalic acid based unsaturated polyester resin,kilogram,transformation,material/Plastics/Thermosets/Transformation,2
"outside air intake, stainless steel, DN 370",unit,market,material/Construction/Ventilation/Market,1
"outside air intake, stainless steel, DN 370",unit,transformation,material/Construction/Ventilation/Transformation,2
oxalic acid,kilogram,market,material/Chemicals/Acids (organic)/Market,1
oxalic acid,kilogram,transformation,material/Chemicals/Acids (organic)/Transformation,2
"oxygen, liquid",kilogram,market,material/Chemicals/Gases/Liquified/Market,2
"oxygen, liquid",kilogram,transformation,material/Chemicals/Gases/Transformation,3
"ozone, liquid",kilogram,market,material/Chemicals/Gases/Liquified/Market,2
"ozone, liquid",kilogram,transformation,material/Chemicals/Gases/Liquified/Transformation,2
P-chlorophenol,kilogram,market,material/Chemicals/Organic/Market,1
P-chlorophenol,kilogram,transformation,material/Chemicals/Organic/Transformation,2
P-dichlorobenzene,kilogram,market,material/Chemicals/Organic/Market,2
P-dichlorobenzene,kilogram,market,material/Others/Obsolete,1
P-dichlorobenzene,kilogram,transformation,material/Chemicals/Organic/Transformation,2
P-nitrophenol,kilogram,market,material/Chemicals/Organic/Market,1
P-nitrophenol,kilogram,transformation,material/Chemicals/Organic/Transformation,2
P-nitrotoluene,kilogram,market,material/Chemicals/Organic/Market,1
P-nitrotoluene,kilogram,transformation,material/Chemicals/Organic/Transformation,2
packaging box factory,unit,market,material/Paper+ Board/Packagings/Market/Infrastructure,1
packaging box factory,unit,transformation,material/Paper+ Board/Packagings/Transformation/Infrastructure,2
"packaging film, low density polyethylene",kilogram,market,material/Plastics/Thermoplasts/Market,1
"packaging film, low density polyethylene",kilogram,transformation,material/Plastics/Thermoplasts/Transformation,2
packaging glass factory,unit,market,material/Glass/Packaging/Market/Infrastructure,1
packaging glass factory,unit,transformation,material/Glass/Packaging/Transformation/Infrastructure,2
packaging glass sorting facility,unit,market,material/Glass/Waste glass/Market/Infrastructure,1
packaging glass sorting facility,unit,transformation,material/Glass/Waste glass/Transformation/Infrastructure,2
"packaging glass, brown",kilogram,market,material/Glass/Packaging/Market,1
"packaging glass, brown",kilogram,transformation,material/Glass/Packaging/Transformation,5
"packaging glass, green",kilogram,market,material/Glass/Packaging/Market,1
"packaging glass, green",kilogram,transformation,material/Glass/Packaging/Transformation,5
"packaging glass, white",kilogram,market,material/Glass/Packaging/Market,1
"packaging glass, white",kilogram,transformation,material/Glass/Packaging/Transformation,5
"packaging glass, white (waste treatment)",kilogram,transformation,waste treatment/Recycling/Transformation,1
packaging waste (waste scenario),kilogram,transformation,waste scenario/Others/Obsolete,31
"packaging, for fertilisers",kilogram,market,material/Plastics/Thermoplasts/Market,1
"packaging, for fertilisers",kilogram,transformation,material/Plastics/Thermoplasts/Transformation,1
"packaging, for fertilisers or pesticides",kilogram,market,material/Plastics/Thermoplasts/Market,1
"packaging, for fertilisers or pesticides",kilogram,transformation,material/Plastics/Thermoplasts/Transformation,2
"packaging, for pesticides",kilogram,market,material/Plastics/Thermoplasts/Market,1
"packaging, for pesticides",kilogram,transformation,material/Plastics/Thermoplasts/Transformation,1
"packing, cement",kilogram,market,processing/Others/Market,1
"packing, cement",kilogram,transformation,processing/Others/Transformation,2
"packing, clay product",kilogram,market,processing/Others/Market,1
"packing, clay product",kilogram,transformation,processing/Others/Transformation,2
"packing, fibre cement product",kilogram,market,processing/Others/Market,1
"packing, fibre cement product",kilogram,transformation,processing/Others/Transformation,2
"packing, lime product",kilogram,market,processing/Others/Market,1
"packing, lime product",kilogram,transformation,processing/Others/Transformation,2
paclobutrazol,kilogram,market,material/Chemicals/Organic/Market,1
paclobutrazol,kilogram,transformation,material/Chemicals/Organic/Transformation,1
palladium,kilogram,market,material/Metals/Non ferro/Market,1
palladium,kilogram,transformation,material/Metals/Non ferro/Transformation,6
palm date,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
palm date,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,1
"palm date, conditioned and dried",kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
"palm date, conditioned and dried",kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,1
"palm date, conditioned and dried, organic",kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
"palm date, conditioned and dried, organic",kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,1
"palm date, organic",kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
"palm date, organic",kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,1
palm fruit bunch,kilogram,market,material/Agricultural/Plant production/Fruits/Market,2
palm fruit bunch,kilogram,market,material/Others/Obsolete,1
palm fruit bunch,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,4
palm fruit bunch,kilogram,transformation,material/Others/Obsolete,2
palm kernel meal,kilogram,market,material/Agricultural/Animal feed/Market,1
palm kernel meal,kilogram,transformation,material/Agricultural/Animal feed/Transformation,2
"palm kernel oil, crude",kilogram,market,material/Agricultural/Plant oils/Market,1
"palm kernel oil, crude",kilogram,transformation,material/Agricultural/Plant oils/Transformation,2
"palm oil, crude",kilogram,market,material/Agricultural/Plant oils/Market,1
"palm oil, crude",kilogram,transformation,material/Agricultural/Plant oils/Transformation,2
"palm oil, refined",kilogram,market,material/Agricultural/Plant oils/Market,1
"palm oil, refined",kilogram,transformation,material/Agricultural/Plant oils/Transformation,1
"panel glass, for cathode ray tube display",kilogram,market,material/Electronics/Component/Market,1
"panel glass, for cathode ray tube display",kilogram,transformation,material/Electronics/Component/Transformation,1
papaya,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
papaya,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,1
paper (waste treatment),kilogram,transformation,waste treatment/Recycling/Transformation,1
paper machine,unit,market,material/Paper+ Board/Graphic paper/Market/Infrastructure,1
paper machine,unit,transformation,material/Paper+ Board/Graphic paper/Transformation/Infrastructure,2
"paper mill, integrated",unit,market,material/Paper+ Board/Graphic paper/Market/Infrastructure,1
"paper mill, integrated",unit,transformation,material/Paper+ Board/Graphic paper/Transformation/Infrastructure,2
"paper mill, non-integrated",unit,market,material/Paper+ Board/Graphic paper/Market/Infrastructure,1
"paper mill, non-integrated",unit,transformation,material/Paper+ Board/Graphic paper/Transformation/Infrastructure,2
paper sack,kilogram,market,material/Paper+ Board/Packagings/Market,2
paper sack,kilogram,transformation,material/Paper+ Board/Packagings/Transformation,2
"paper, melamine impregnated",kilogram,market,material/Others/Obsolete,1
"paper, melamine impregnated",kilogram,market,material/Paper+ Board/Board/Market,2
"paper, melamine impregnated",kilogram,transformation,material/Paper+ Board/Board/Transformation,2
"paper, newsprint",kilogram,market,material/Paper+ Board/Graphic paper/Market,2
"paper, newsprint",kilogram,transformation,material/Paper+ Board/Graphic paper/Transformation,6
"paper, woodcontaining, lightweight coated",kilogram,market,material/Paper+ Board/Graphic paper/Market,2
"paper, woodcontaining, lightweight coated",kilogram,transformation,material/Paper+ Board/Graphic paper/Transformation,3
"paper, woodcontaining, supercalendered",kilogram,market,material/Paper+ Board/Graphic paper/Market,2
"paper, woodcontaining, supercalendered",kilogram,transformation,material/Paper+ Board/Graphic paper/Transformation,3
"paper, woodcontaining, supercalendred",kilogram,market,material/Others/Obsolete,2
"paper, woodcontaining, supercalendred",kilogram,transformation,material/Others/Obsolete,3
"paper, woodfree, coated",kilogram,market,material/Paper+ Board/Graphic paper/Market,2
"paper, woodfree, coated",kilogram,transformation,material/Paper+ Board/Graphic paper/Transformation,4
"paper, woodfree, uncoated",kilogram,market,material/Paper+ Board/Graphic paper/Market,2
"paper, woodfree, uncoated",kilogram,transformation,material/Others/Obsolete,2
"paper, woodfree, uncoated",kilogram,transformation,material/Paper+ Board/Graphic paper/Transformation,8
para-phenylene diamine,kilogram,market,material/Chemicals/Organic/Market,1
para-phenylene diamine,kilogram,transformation,material/Chemicals/Organic/Transformation,2
paraffin,kilogram,market,material/Chemicals/Organic/Market,1
paraffin,kilogram,transformation,material/Chemicals/Organic/Transformation,2
paris market carrot,kilogram,market,material/Agricultural/Plant production/Roots and tubers/Market,1
paris market carrot,kilogram,transformation,material/Agricultural/Plant production/Roots and tubers/Transformation,1
"particle board, cement bonded",cubic meter,market,material/Others/Obsolete,1
"particle board, for indoor use",cubic meter,market,material/Others/Obsolete,1
"particle board, for indoor use",cubic meter,transformation,material/Others/Obsolete,2
"particle board, for outdoor use",cubic meter,market,material/Others/Obsolete,1
"particle board, for outdoor use",cubic meter,transformation,material/Others/Obsolete,2
"particleboard, cement bonded",cubic meter,market,material/Wood/Products/Market,2
"particleboard, cement bonded",cubic meter,transformation,material/Wood/Products/Transformation,2
"particleboard, uncoated",cubic meter,market,material/Others/Obsolete,1
"particleboard, uncoated",cubic meter,market,material/Paper+ Board/Board/Market,2
"particleboard, uncoated",cubic meter,transformation,material/Others/Obsolete,1
"particleboard, uncoated",cubic meter,transformation,material/Paper+ Board/Board/Transformation,4
passenger car maintenance,unit,market,transport/Road/Market/Infrastructure,1
passenger car maintenance,unit,transformation,transport/Road/Transformation/Infrastructure,2
"passenger car, diesel",kilogram,market,transport/Road/Market/Infrastructure,1
"passenger car, diesel",kilogram,transformation,transport/Road/Transformation/Infrastructure,1
"passenger car, electric, without battery",kilogram,market,transport/Road/Market/Infrastructure,1
"passenger car, electric, without battery",kilogram,transformation,transport/Road/Transformation/Infrastructure,1
"passenger car, petrol/natural gas",kilogram,market,transport/Road/Market/Infrastructure,1
"passenger car, petrol/natural gas",kilogram,transformation,transport/Road/Transformation/Infrastructure,1
PE (waste treatment),kilogram,transformation,waste treatment/Recycling/Transformation,1
"pea seed, for sowing",kilogram,market,material/Agricultural/Plant seeds/Market,1
"pea seed, for sowing",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,2
"pea seed, organic, for sowing",kilogram,market,material/Agricultural/Plant seeds/Market,1
"pea seed, organic, for sowing",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,2
peach,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
peach,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,4
peanut,kilogram,market,material/Agricultural/Food/Market,1
peanut,kilogram,transformation,material/Agricultural/Food/Transformation,5
