name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning,lineage_kind,lineage_scope,lineage_file,lineage_source,lineage_comment,lineage_fit,lineage_confidence,lineage_flags,screening_flags,followup_outcome,followup_reason,final_confidence
"sodium aluminate production, powder","sodium aluminate, powder",GLO,kilogram,same_target,0.345566,0.4,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Sodium chlorate, powder, at plant"", ""reference product"": ""Sodium chlorate, powder, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Sodium chlorate, powder, at plant"", ""reference product"": ""Sodium chlorate, powder, at plant"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""sodium aluminate production, powder"", ""reference product"": ""sodium aluminate, powder"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345566
"market for mine infrastructure, open cast, uranium","mine infrastructure, open cast, uranium",GLO,unit,same_target,0.345676,1,False,False,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Open cast mine, hard coal"", ""reference product"": ""Open cast mine, hard coal"", ""unit"": ""unit""}","{""location"": ""GLO"", ""name"": ""Open cast mine, hard coal"", ""reference product"": ""Open cast mine, hard coal"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for mine infrastructure, open cast, uranium"", ""reference product"": ""mine infrastructure, open cast, uranium"", ""unit"": ""unit""}",,,1.0,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345676
"market for bottom ash, MSWI[F], spent cation exchange resin from potable water production","bottom ash, MSWI[F], spent cation exchange resin from potable water production",CH,kilogram,same_target,0.345782,0.4,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, cation exchange resin f. water, 50% water, to municipal incineration"", ""reference product"": ""Disposal, cation exchange resin f. water, 50% water, to municipal incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, cation exchange resin f. water, 50% water, to municipal incineration"", ""reference product"": ""Disposal, cation exchange resin f. water, 50% water, to municipal incineration"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""market for bottom ash, MSWI[F], spent cation exchange resin from potable water production"", ""reference product"": ""bottom ash, MSWI[F], spent cation exchange resin from potable water production"", ""unit"": ""kilogram""}",,rough proxy,0.4,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345782
"treatment of waste paint, municipal incineration FAE",waste paint,CH,kilogram,same_target,0.345783,0.7,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, paint, 0% water, to municipal incineration"", ""reference product"": ""Disposal, paint, 0% water, to municipal incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, paint, 0% water, to municipal incineration"", ""reference product"": ""Disposal, paint, 0% water, to municipal incineration"", ""unit"": ""kilogram""}",disposal_fuzzy,[Rule disposal-fuzzy] Best Disposal/Treatment target of same unit at >=0.45.,algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345783
"treatment of waste mineral wool, sorting plant",waste mineral wool,Europe without Switzerland,kilogram,same_target,0.345801,0.7,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, building, mineral wool, to sorting plant"", ""reference product"": ""Disposal, building, mineral wool, to sorting plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, building, mineral wool, to sorting plant"", ""reference product"": ""Disposal, building, mineral wool, to sorting plant"", ""unit"": ""kilogram""}",disposal_fuzzy,[Rule disposal-fuzzy] Best Disposal/Treatment target of same unit at >=0.45.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345801
"treatment of waste mineral wool, sorting plant",waste mineral wool,RoW,kilogram,same_target,0.345801,0.7,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, building, mineral wool, to sorting plant"", ""reference product"": ""Disposal, building, mineral wool, to sorting plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, building, mineral wool, to sorting plant"", ""reference product"": ""Disposal, building, mineral wool, to sorting plant"", ""unit"": ""kilogram""}",disposal_fuzzy,[Rule disposal-fuzzy] Best Disposal/Treatment target of same unit at >=0.45.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345801
molybdenum production,"indium rich leaching residues, from zinc production",RER,kilogram,same_target,0.345859,1,False,True,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Leaching residues, indium rich, from zinc circuit, at smelter"", ""reference product"": ""Leaching residues, indium rich, from zinc circuit, at smelter"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Leaching residues, indium rich, from zinc circuit, at smelter"", ""reference product"": ""Leaching residues, indium rich, from zinc circuit, at smelter"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""molybdenum production"", ""reference product"": ""indium rich leaching residues, from zinc production"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345859
molybdenum production,"indium rich leaching residues, from zinc production",RoW,kilogram,same_target,0.345859,1,False,True,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Leaching residues, indium rich, from zinc circuit, at smelter"", ""reference product"": ""Leaching residues, indium rich, from zinc circuit, at smelter"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Leaching residues, indium rich, from zinc circuit, at smelter"", ""reference product"": ""Leaching residues, indium rich, from zinc circuit, at smelter"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""molybdenum production"", ""reference product"": ""indium rich leaching residues, from zinc production"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345859
"market for residues, MSWI, copper in car shredder residue","residues, MSWI, copper in car shredder residue",GLO,kilogram,same_target,0.345975,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, copper in car shredder residue, 0% water, to municipal incineration"", ""reference product"": ""Disposal, copper in car shredder residue, 0% water, to municipal incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, copper in car shredder residue, 0% water, to municipal incineration"", ""reference product"": ""Disposal, copper in car shredder residue, 0% water, to municipal incineration"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for residues, MSWI, copper in car shredder residue"", ""reference product"": ""residues, MSWI, copper in car shredder residue"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.345975
"fibre production, flax, scutching","fibre, flax, long, scutched",RER,kilogram,same_target,0.346075,1,False,True,Both mappings select the identical target.,"{""location"": ""FR"", ""name"": ""Flax straw scutching, long fibers"", ""reference product"": ""Flax straw scutching, long fibers"", ""unit"": ""kilogram""}","{""location"": ""FR"", ""name"": ""Flax straw scutching, long fibers"", ""reference product"": ""Flax straw scutching, long fibers"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""fibre production, flax, scutching"", ""reference product"": ""fibre, flax, long, scutched"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346075
"concrete production, 30MPa, for drilled piles, with cement, Portland","concrete, 30MPa",CH,cubic meter,same_target,0.34608,1,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Concrete for drilled piles, unspecific, at plant"", ""reference product"": ""Concrete for drilled piles, unspecific, at plant"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Concrete for drilled piles, unspecific, at plant"", ""reference product"": ""Concrete for drilled piles, unspecific, at plant"", ""unit"": ""cubic meter""}",review,[Manual] exact/good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""concrete production, 30MPa, for drilled piles, with cement, Portland"", ""reference product"": ""concrete, 30MPa"", ""unit"": ""cubic meter""}",,exact/good proxy,1.0,fit_label_not_recognized_by_branch_generator,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.34608
"market for residues, MSWI[F], waste plastic, industrial electronics","residues, MSWI[F], waste plastic, industrial electronics",CH,kilogram,same_target,0.346135,0.7,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, residues, mechanical treatment, industrial device, in MSWI"", ""reference product"": ""Disposal, residues, mechanical treatment, industrial device, in MSWI"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, residues, mechanical treatment, industrial device, in MSWI"", ""reference product"": ""Disposal, residues, mechanical treatment, industrial device, in MSWI"", ""unit"": ""kilogram""}",disposal_fuzzy,[Rule disposal-fuzzy] Best Disposal/Treatment target of same unit at >=0.45.,algorithmic,not_applicable,,,,,,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346135
"market for sewage sludge, 97% water, WWT-SLF, waste emulsion paint","sewage sludge, 97% water, WWT-SLF, waste emulsion paint",CH,kilogram,same_target,0.346136,0.4,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""reference product"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""reference product"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""market for sewage sludge, 97% water, WWT-SLF, waste emulsion paint"", ""reference product"": ""sewage sludge, 97% water, WWT-SLF, waste emulsion paint"", ""unit"": ""kilogram""}",,rough proxy,0.4,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346136
"printer production, laser, black/white","printer, laser, black/white",GLO,unit,same_target,0.346212,1,False,False,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Printer, laser jet, b/w, at plant"", ""reference product"": ""Printer, laser jet, b/w, at plant"", ""unit"": ""unit""}","{""location"": ""GLO"", ""name"": ""Printer, laser jet, b/w, at plant"", ""reference product"": ""Printer, laser jet, b/w, at plant"", ""unit"": ""unit""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""printer production, laser, black/white"", ""reference product"": ""printer, laser, black/white"", ""unit"": ""unit""}",,exact,1.0,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346212
"blast furnace dust to market for blast furnace dust, for recovery",blast furnace dust,RoW,kilogram,same_target,0.34626,0.7,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Blast furnace slag, at plant"", ""reference product"": ""Blast furnace slag, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Blast furnace slag, at plant"", ""reference product"": ""Blast furnace slag, at plant"", ""unit"": ""kilogram""}",review,[Manual] good proxy: rule: blast furnace best_candidate accepted | Reviewed by hand (Karin).,script_rule,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""blast furnace dust to market for blast furnace dust, for recovery"", ""reference product"": ""blast furnace dust"", ""unit"": ""kilogram""}",rule: blast furnace best_candidate accepted,good proxy,0.7,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.34626
"treatment of sewage sludge, 97% water, WWT-SLF, waste emulsion paint, landfarming","sewage sludge, 97% water, WWT-SLF, waste emulsion paint",CH,kilogram,same_target,0.346311,1,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""reference product"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""reference product"": ""Disposal, emulsion paint, 0% water, to construction waste landfill"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""Europe without Switzerland"", ""name"": ""treatment of sewage sludge, 97% water, WWT-SLF, waste emulsion paint, landfarming"", ""reference product"": ""sewage sludge, 97% water, WWT-SLF, waste emulsion paint"", ""unit"": ""kilogram""}",,rough proxy,0.4,choice_inherited_without_exact_source_review; inherited_confidence_exceeds_origin,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346311
"glycerine production, from epichlorohydrin",glycerine,RoW,kilogram,same_target,0.346368,0.9,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Glycerine, from epichlorohydrin, at plant"", ""reference product"": ""xx Glycerine, from epichlorohydrin, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Glycerine, from epichlorohydrin, at plant"", ""reference product"": ""xx Glycerine, from epichlorohydrin, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346368
"market for alkyd paint, white, without water, in 60% solution state","alkyd paint, white, without water, in 60% solution state",RoW,kilogram,same_target,0.346399,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Alkyd paint, white, 60% in solvent, at plant"", ""reference product"": ""Alkyd paint, white, 60% in solvent, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Alkyd paint, white, 60% in solvent, at plant"", ""reference product"": ""Alkyd paint, white, 60% in solvent, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,manual_overrides.json,"{""location"": ""RER"", ""name"": ""market for alkyd paint, white, without water, in 60% solution state"", ""reference product"": ""alkyd paint, white, without water, in 60% solution state"", ""unit"": ""kilogram""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346399
"treatment of residues, MSWI[F], waste plastic, industrial electronics, residual material landfill","residues, MSWI[F], waste plastic, industrial electronics",CH,kilogram,same_target,0.346407,0.7,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, residues, mechanical treatment, industrial device, in MSWI"", ""reference product"": ""Disposal, residues, mechanical treatment, industrial device, in MSWI"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, residues, mechanical treatment, industrial device, in MSWI"", ""reference product"": ""Disposal, residues, mechanical treatment, industrial device, in MSWI"", ""unit"": ""kilogram""}",review,"[Manual] good proxy: rule: waste disposal, material-aligned | Reviewed by hand (Karin).",script_rule,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of residues, MSWI[F], waste plastic, industrial electronics, residual material landfill"", ""reference product"": ""residues, MSWI[F], waste plastic, industrial electronics"", ""unit"": ""kilogram""}","rule: waste disposal, material-aligned",good proxy,0.7,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346407
market for benzimidazole-compound,benzimidazole-compound,GLO,kilogram,same_target,0.346413,0.9,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Benzimidazole-compounds, at regional storehouse"", ""reference product"": ""Benzimidazole-compounds, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Benzimidazole-compounds, at regional storehouse"", ""reference product"": ""Benzimidazole-compounds, at regional storehouse"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346413
market for diphenylether-compound,diphenylether-compound,GLO,kilogram,same_target,0.346413,0.9,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Diphenylether-compounds, at regional storehouse"", ""reference product"": ""Diphenylether-compounds, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Diphenylether-compounds, at regional storehouse"", ""reference product"": ""Diphenylether-compounds, at regional storehouse"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346413
"market for waste rubber, unspecified","waste rubber, unspecified",CH,kilogram,same_target,0.346648,1,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, rubber, unspecified, 0% water, to municipal incineration"", ""reference product"": ""Disposal, rubber, unspecified, 0% water, to municipal incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, rubber, unspecified, 0% water, to municipal incineration"", ""reference product"": ""Disposal, rubber, unspecified, 0% water, to municipal incineration"", ""unit"": ""kilogram""}",curated,"[Curated] Romain's CSV, auto-reconciled.",auto_reconciled_curated,exact_source,reconciled_curated_3.10.csv,"{""location"": ""CH"", ""name"": ""market for waste rubber, unspecified"", ""reference product"": ""waste rubber, unspecified"", ""unit"": ""kilogram""}",,,1.0,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346648
"treatment of used printer, laser, manual dismantling","used printer, laser",RoW,kilogram,same_target,0.346667,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Dismantling, printer, laser, manually, at plant"", ""reference product"": ""Dismantling, printer, laser, manually, at plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Dismantling, printer, laser, manually, at plant"", ""reference product"": ""Dismantling, printer, laser, manually, at plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""treatment of used printer, laser, manual dismantling"", ""reference product"": ""used printer, laser"", ""unit"": ""kilogram""}",,exact,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346667
"evaporation of natural gas, import from RU","natural gas, high pressure",GB,cubic meter,same_target,0.346677,0.85,False,False,Both mappings select the identical target.,"{""location"": ""GB"", ""name"": ""Natural gas, at production"", ""reference product"": ""Natural gas, at production"", ""unit"": ""cubic meter""}","{""location"": ""GB"", ""name"": ""Natural gas, at production"", ""reference product"": ""Natural gas, at production"", ""unit"": ""cubic meter""}",structural_natgas,"[Rule natgas] Natural gas supply -> 'Natural gas, at production'.",algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346677
"sawing and planing, azobe, air dried","sawnwood, azobe, dried (u=15%), planed",RoW,cubic meter,same_target,0.346825,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Sawn timber (SFM), azobe, planed, air dried, u=15%, CM, at sawmill"", ""reference product"": ""Sawn timber (SFM), azobe, planed, air dried, u=15%, CM, at sawmill"", ""unit"": ""cubic meter""}","{""location"": ""RER"", ""name"": ""Sawn timber (SFM), azobe, planed, air dried, u=15%, CM, at sawmill"", ""reference product"": ""Sawn timber (SFM), azobe, planed, air dried, u=15%, CM, at sawmill"", ""unit"": ""cubic meter""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,inherited_location,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""sawing and planing, azobe, air dried"", ""reference product"": ""sawnwood, azobe, dried (u=15%), planed"", ""unit"": ""cubic meter""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.346825
"treatment of waste gypsum, sanitary landfill",waste gypsum,CH,kilogram,same_target,0.34691,0.9,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, gypsum, 19.4% water, to sanitary landfill"", ""reference product"": ""Disposal, gypsum, 19.4% water, to sanitary landfill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, gypsum, 19.4% water, to sanitary landfill"", ""reference product"": ""Disposal, gypsum, 19.4% water, to sanitary landfill"", ""unit"": ""kilogram""}",structural_disposal,"[Rule disposal] 'treatment of/used|waste X' = 'Disposal/Treatment, X' (exact).",algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.34691
"NMC111 hydroxide production, for Li-ion battery","sodium sulfate, anhydrite",CN,kilogram,same_target,0.347,0.85,False,True,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Hydroxide, for Li-ion NMC111 battery"", ""reference product"": ""Hydroxide, for Li-ion NMC111 battery"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Hydroxide, for Li-ion NMC111 battery"", ""reference product"": ""Hydroxide, for Li-ion NMC111 battery"", ""unit"": ""kilogram""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347
"NMC111 hydroxide production, for Li-ion battery","sodium sulfate, anhydrite",RoW,kilogram,same_target,0.347,0.85,False,True,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Hydroxide, for Li-ion NMC111 battery"", ""reference product"": ""Hydroxide, for Li-ion NMC111 battery"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Hydroxide, for Li-ion NMC111 battery"", ""reference product"": ""Hydroxide, for Li-ion NMC111 battery"", ""unit"": ""kilogram""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347
"treatment of bottom ash, MSWI[F], waste polyvinylchloride, slag compartment","bottom ash, MSWI[F], waste polyvinylchloride",CH,kilogram,same_target,0.347082,0.4,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, plastics polyvinylchloride, as building waste"", ""reference product"": ""Disposal, plastics polyvinylchloride, as building waste"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, plastics polyvinylchloride, as building waste"", ""reference product"": ""Disposal, plastics polyvinylchloride, as building waste"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of bottom ash, MSWI[F], waste polyvinylchloride, slag compartment"", ""reference product"": ""bottom ash, MSWI[F], waste polyvinylchloride"", ""unit"": ""kilogram""}",,rough proxy,0.4,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347082
sorting and pressing of iron scrap,"iron scrap, sorted, pressed",RER,kilogram,same_target,0.347143,1,False,False,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Iron scrap, at plant"", ""reference product"": ""Iron scrap, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Iron scrap, at plant"", ""reference product"": ""Iron scrap, at plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""sorting and pressing of iron scrap"", ""reference product"": ""iron scrap, sorted, pressed"", ""unit"": ""kilogram""}",,exact,1.0,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347143
"treatment of residues, MSWI[F], waste plastic, consumer electronics, residual material landfill","residues, MSWI[F], waste plastic, consumer electronics",CH,kilogram,same_target,0.347258,0.4,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, plastic, consumer electronics, 15.3% water, to municipal incineration"", ""reference product"": ""Disposal, plastic, consumer electronics, 15.3% water, to municipal incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, plastic, consumer electronics, 15.3% water, to municipal incineration"", ""reference product"": ""Disposal, plastic, consumer electronics, 15.3% water, to municipal incineration"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of residues, MSWI[F], waste plastic, consumer electronics, residual material landfill"", ""reference product"": ""residues, MSWI[F], waste plastic, consumer electronics"", ""unit"": ""kilogram""}",,rough proxy,0.4,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347258
urea ammonium nitrate production,urea ammonium nitrate mix,CN,kilogram,same_target,0.347714,0.85,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""reference product"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""reference product"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""unit"": ""kilogram""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.,algorithmic,not_applicable,,,,,,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347714
urea ammonium nitrate production,urea ammonium nitrate mix,RNA,kilogram,same_target,0.347714,0.85,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""reference product"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""reference product"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""unit"": ""kilogram""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.,algorithmic,not_applicable,,,,,,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347714
