name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",IN-TN,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",IR,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""IR"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",IT,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""IT"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",JP,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""JP"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",KR,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""KR"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",LT,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""LT"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",LU,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""LU"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",LV,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""LV"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",MX,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""MX"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",NL,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""NL"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",NO,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""NO"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",PL,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""PL"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",PT,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""PT"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",RO,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""RO"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",RU,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""RU"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",RoW,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",SE,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""SE"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",SI,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""SI"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",SK,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""SK"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",TR,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""TR"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",TW,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""TW"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",UA,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""UA"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",US-ASCC,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",US-HICC,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",US-MRO,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",US-NPCC,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",US-RFC,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",US-SERC,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",US-TRE,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",US-WECC,kilowatt hour,accept_energy_fuel,0.445704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore","electricity, high voltage",ZA,kilowatt hour,accept_energy_fuel,0.505704,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""ZA"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wind, >3MW turbine, onshore, renewable energy products","electricity, high voltage, renewable energy products",CH,kilowatt hour,accept_energy_technology,0.403878,0.75,False,True,Same carrier/fuel; branch additionally preserves source generation technology.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from wind power, at grid"", ""reference product"": ""Electricity, high voltage, production from wind power, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""RER"", ""name"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""reference product"": ""Electricity, at 100MW wind farm, onshore, 2.3MW turbines"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity production, wood, future","electricity, high voltage",GLO,kilowatt hour,accept_energy_fuel,0.552069,0.75,True,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""GLO"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""xx Electricity, wood, at distillery"", ""reference product"": ""xx Electricity, wood, at distillery"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity, high voltage, hydro, import from CA-NF","electricity, high voltage",CA-QC,kilowatt hour,accept_energy_fuel,0.525,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, import AT, at grid"", ""reference product"": ""Electricity, high voltage, import AT, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity, high voltage, hydro, import from CA-ON","electricity, high voltage",CA-QC,kilowatt hour,accept_energy_fuel,0.539286,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, import AT, at grid"", ""reference product"": ""Electricity, high voltage, import AT, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity, high voltage, hydro, import from PY","electricity, high voltage",AR,kilowatt hour,accept_energy_fuel,0.599643,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""AR"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity, high voltage, hydro, import from UY","electricity, high voltage",AR,kilowatt hour,accept_energy_fuel,0.599643,0.75,False,True,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""AR"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, at grid"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity, high voltage, hydro, reservoir, import from France","electricity, high voltage",CH,kilowatt hour,accept_energy_fuel,0.583696,0.75,False,False,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, reservoir, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, reservoir, at grid"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity, high voltage, hydro, run-of-river, import from France","electricity, high voltage",CH,kilowatt hour,accept_energy_fuel,0.570833,0.75,False,False,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from hydro power, run-of-river, at grid"", ""reference product"": ""Electricity, high voltage, production from hydro power, run-of-river, at grid"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
"electricity, high voltage, natural gas, import from Germany","electricity, high voltage",CH,kilowatt hour,accept_energy_fuel,0.58694,0.75,False,False,Branch preserves the output carrier and source fuel; previous target has the wrong carrier/fuel or a generic mix.,"{""location"": ""CH"", ""name"": ""Electricity, high voltage, at grid"", ""reference product"": ""Electricity, high voltage, at grid"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity, high voltage, production from CHP natural gas, at grid"", ""reference product"": ""Electricity, high voltage, production from CHP natural gas, at grid"", ""unit"": ""kilowatt hour""}",electricity_fuel,[Rule electricity] electricity production / heat&power cogen matched to BAFU electricity/heat of the same FUEL. VERIFY sub-variant.
